Emotion,Description,Source
Compassion,"Compassion is ideally felt with calm confidence, but for many, it is accompanied by anxiety.",The Book of Human Emotions
Compassion,"Compassion, rooted in the Latin ""to suffer with,"" involves sharing another's suffering and requires emotional vulnerability. Pope Gregory the Great likened it to softening iron to fuse it, emphasizing its transformative yet challenging nature, as it demands personal exposure to another's pain.",The Book of Human Emotions
Compassion,"Compassion is portrayed as a delicate balance, requiring the ability to empathize with another's suffering without losing one's own emotional stability, as seen in the story of Job's friends who, despite their good intentions, succumb to grief and doubt.",The Book of Human Emotions
Compassion,"Compassion involves emotional effort but enhances well-being and contentment. Practices like compassion meditation and small acts of kindness, such as helping others or supporting charities, foster this emotion. Researchers recommend focusing on self-compassion first, then extending it to others, including strangers and adversaries, for personal and collective benefit.",The Book of Human Emotions
Compassion,"True compassion involves supporting others to find their own strength without overwhelming them with pity or personal emotions. It emphasizes listening, being present, and honest communication, rather than retreating or avoiding those in pain.",The Book of Human Emotions
Self-preservation,"Prioritizing personal well-being to maintain the capacity to help others, emphasizing the importance of self-care as a foundation for compassion, likened to the necessity of securing one's own oxygen mask before assisting others.",The Book of Human Emotions
Empathy,"The ability to understand and share the feelings of others, often by putting oneself in their situation.",The Book of Human Emotions
Compersion,"A feeling of joy and happiness experienced when witnessing someone else's happiness or success, often associated with romantic or polyamorous relationships.",The Book of Human Emotions
Nostalgia,"A feeling of ersatz nostalgia arises when exploring Haight-Ashbury, evoking memories of the utopian ideals and unconventional lifestyles, such as those of the Kerista Commune, that challenged traditional norms of family, ownership, and relationships.",The Book of Human Emotions
Compersion,"Compersion is a vicarious, joyful sensation experienced when a loved one is attracted to or involved with someone else, reflecting excitement rather than jealousy. Coined by the polyamorous Kerista community, it emphasizes a compassionate and positive response to non-exclusive relationships.",The Book of Human Emotions
Compersion,"Compersion is the joy or pleasure one feels when a loved one experiences romantic or sexual desire for another, challenging cultural norms of exclusive romantic love. It originated from the Keristan polyamorous community and continues to be used in North America and Europe.",The Book of Human Emotions
Frubbles,"A British term describing a specific feeling, though the exact nature of the emotion isn't detailed in the text.",The Book of Human Emotions
Jealousy,"A feeling of envy or resentment towards someone due to their advantages, achievements, or possessions.",The Book of Human Emotions
Confidence,"A feeling of self-assurance arising from one's abilities, qualities, or judgment, often associated with certainty and positivity in actions or decisions.",The Book of Human Emotions
Fascination,"During the Great Depression, the con artist captivated the American public with their wit, charisma, and survival skills, evoking both intrigue and fear through their portrayal in films and novels.",The Book of Human Emotions
Admiration,"The professor expresses admiration for confidence men, describing them as suave, slick, and capable, distinguishing them from ordinary crooks.",The Book of Human Emotions
Confidence,"Confidence is an alluring yet elusive emotion tied to trust and faith, historically linked to divine support. It dazzles in others, often evoking envy or suspicion, while our own confidence feels fleeting and instinctive, challenging us to act without overthinking, as exemplified by Obi-Wan Kenobi's advice to Luke Skywalker.",The Book of Human Emotions
Confidence,"Confidence is portrayed as a cultivated mindset, often achieved through self-deception via the ""fake it till you make it"" approach. This method, while empowering, raises questions about authenticity and the potential overvaluation of confidence as a substitute for actual competence.",The Book of Human Emotions
Uncertainty,"The text explores the emotional conflict of self-doubt and imposter syndrome stemming from overconfidence, which can erode trust in oneself and hinder growth. It suggests embracing uncertainty, hesitation, and confusion as valuable feelings rather than solely pursuing invincibility or excessive confidence.",The Book of Human Emotions
